synthetic_claim_id,batch_index,seed,s_true,n_cells,successes,failures,s_hat,ci_low,ci_high,ci_contains_s_true,tau,true_tau_class,decision,reporting_status
cal_n100_s095_0031,2532,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0032,2533,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0033,2534,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0034,2535,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0035,2536,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0036,2537,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0037,2538,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0038,2539,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0039,2540,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0040,2541,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0041,2542,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0042,2543,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0043,2544,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0044,2545,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0045,2546,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0046,2547,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0047,2548,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0048,2549,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0049,2550,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0050,2551,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0051,2552,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0052,2553,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0053,2554,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0054,2555,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0055,2556,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0056,2557,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0057,2558,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0058,2559,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0059,2560,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0060,2561,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0061,2562,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0062,2563,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0063,2564,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0064,2565,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0065,2566,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0066,2567,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0067,2568,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0068,2569,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0069,2570,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0070,2571,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0071,2572,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0072,2573,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0073,2574,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0074,2575,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0075,2576,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0076,2577,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0077,2578,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0078,2579,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0079,2580,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0080,2581,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0081,2582,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0082,2583,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0083,2584,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0084,2585,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0085,2586,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0086,2587,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0087,2588,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0088,2589,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0089,2590,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0090,2591,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0091,2592,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0092,2593,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0093,2594,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0094,2595,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0095,2596,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0096,2597,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0097,2598,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0098,2599,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0099,2600,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0100,2601,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0101,2602,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0102,2603,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0103,2604,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0104,2605,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0105,2606,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0106,2607,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0107,2608,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0108,2609,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0109,2610,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0110,2611,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0111,2612,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0112,2613,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0113,2614,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0114,2615,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0115,2616,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0116,2617,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0117,2618,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0118,2619,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0119,2620,42,0.95,100,87,13,0.87,0.7901964855992357,0.9224283257275948,False,0.95,Sustained,unstable,Reversed
cal_n100_s095_0120,2621,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0121,2622,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0122,2623,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0123,2624,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0124,2625,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0125,2626,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0126,2627,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0127,2628,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0128,2629,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0129,2630,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0130,2631,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0131,2632,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0132,2633,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0133,2634,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0134,2635,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0135,2636,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0136,2637,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0137,2638,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0138,2639,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0139,2640,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0140,2641,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0141,2642,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0142,2643,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0143,2644,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0144,2645,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0145,2646,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0146,2647,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0147,2648,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0148,2649,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0149,2650,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0150,2651,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0151,2652,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0152,2653,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0153,2654,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0154,2655,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0155,2656,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0156,2657,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0157,2658,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0158,2659,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0159,2660,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0160,2661,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0161,2662,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0162,2663,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0163,2664,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0164,2665,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0165,2666,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0166,2667,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0167,2668,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0168,2669,42,0.95,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0169,2670,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0170,2671,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0171,2672,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0172,2673,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0173,2674,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0174,2675,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0175,2676,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0176,2677,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0177,2678,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0178,2679,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0179,2680,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0180,2681,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0181,2682,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0182,2683,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0183,2684,42,0.95,100,94,6,0.94,0.8752318455410407,0.9722138760368116,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0184,2685,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0185,2686,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0186,2687,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0187,2688,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0188,2689,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0189,2690,42,0.95,100,97,3,0.97,0.9154806357094724,0.9897454759759611,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0190,2691,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0191,2692,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0192,2693,42,0.95,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0193,2694,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0194,2695,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0195,2696,42,0.95,100,91,9,0.91,0.837737871472837,0.9519274599974348,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0196,2697,42,0.95,100,96,4,0.96,0.9016292856411208,0.9843366960084523,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0197,2698,42,0.95,100,93,7,0.93,0.8625048526092651,0.9656807389327273,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0198,2699,42,0.95,100,92,8,0.92,0.8500189229905127,0.9589065385156194,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s095_0199,2700,42,0.95,100,95,5,0.95,0.8882495307680808,0.9784563208456319,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0000,2701,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0001,2702,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0002,2703,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0003,2704,42,0.99,100,97,3,0.97,0.9154806357094724,0.9897454759759611,False,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0004,2705,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0005,2706,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0006,2707,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0007,2708,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0008,2709,42,0.99,100,97,3,0.97,0.9154806357094724,0.9897454759759611,False,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0009,2710,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0010,2711,42,0.99,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0011,2712,42,0.99,100,97,3,0.97,0.9154806357094724,0.9897454759759611,False,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0012,2713,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0013,2714,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0014,2715,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0015,2716,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0016,2717,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0017,2718,42,0.99,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0018,2719,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0019,2720,42,0.99,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0020,2721,42,0.99,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0021,2722,42,0.99,100,98,2,0.98,0.929988209271456,0.9944980324498376,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0022,2723,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0023,2724,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
cal_n100_s099_0024,2725,42,0.99,100,99,1,0.99,0.9455138038212947,0.9982325679358592,True,0.95,Sustained,inconclusive,Unresolved
cal_n100_s099_0025,2726,42,0.99,100,100,0,1.0,0.9630065017930143,1.0,True,0.95,Sustained,stable,Sustained
